"x","y","marks"
2758,930,"0"
2758,6449,"0"
2758,3676,"0"
2758,3211,"3"
2758,739,"3"
2758,6691,"1"
2758,6104,"1"
2758,5058,"1"
2759,5330,"1"
2759,1395,"1"
2759,2078,"1"
2759,3694,"0"
2759,1442,"4"
2759,5967,"2"
2759,4558,"1"
2759,6040,"4"
2759,5610,"1"
2760,6374,"1"
2760,4487,"1"
2760,4519,"1"
2760,5365,"3"
2760,6270,"1"
2760,6190,"4"
2760,5635,"1"
2760,536,"1"
2760,3834,"1"
2760,4640,"0"
2760,3379,"0"
2760,5877,"2"
2761,4284,"0"
2761,3859,"4"
2761,6748,"3"
2761,6142,"1"
2761,6621,"1"
2761,6212,"1"
2761,5506,"1"
2761,1894,"2"
2761,6548,"1"
2761,6911,"2"
2761,2989,"1"
2762,4662,"0"
2762,4335,"4"
2762,6297,"1"
2762,3479,"1"
2762,1507,"3"
2762,1112,"1"
2762,1658,"1"
2763,6859,"2"
2763,3045,"0"
2763,2965,"4"
2763,332,"1"
2763,2946,"4"
2763,714,"1"
2763,4134,"4"
2763,3363,"0"
2763,5130,"4"
2764,5528,"4"
2764,3469,"4"
2764,5028,"4"
2764,4791,"0"
2764,3025,"3"
2764,3330,"0"
2764,3632,"0"
2764,4747,"1"
2765,5731,"1"
2765,1049,"1"
2765,3767,"3"
2765,3006,"3"
2765,3336,"0"
2765,1273,"1"
2765,1320,"0"
2765,4317,"1"
2765,4235,"0"
2765,3166,"1"
2766,5407,"1"
2766,4053,"0"
2766,695,"3"
2766,1700,"2"
2766,6225,"1"
2766,4185,"4"
2766,1965,"2"
2766,6606,"1"
2766,5592,"1"
2766,1783,"2"
2766,6251,"1"
2766,7016,"2"
2766,5467,"4"
2766,5855,"2"
2766,3059,"1"
2766,1418,"4"
2766,497,"1"
2766,5002,"4"
2767,1915,"2"
2767,1087,"1"
2767,1021,"1"
2767,5156,"3"
2767,6664,"4"
2767,6003,"1"
2767,4396,"1"
2767,3889,"4"
2767,5574,"4"
2767,5798,"1"
2767,2054,"2"
2767,4903,"4"
2767,4000,"1"
2767,6495,"1"
2768,446,"1"
2768,5231,"0"
2768,7118,"1"
2768,255,"1"
2768,7056,"1"
2768,3510,"0"
2768,6055,"4"
2768,3912,"1"
2768,5102,"4"
2768,6981,"2"
2768,3311,"1"
2768,5903,"2"
2768,7081,"1"
2768,7138,"1"
2769,3348,"0"
2769,4537,"4"
2769,6279,"1"
2769,5715,"1"
2769,4679,"0"
2769,3801,"1"
2770,2017,"2"
2770,5306,"1"
2770,4809,"0"
2770,6404,"1"
2770,6172,"1"
2770,4768,"1"
2771,4843,"1"
2771,6470,"1"
2771,3074,"1"
2771,4725,"1"
2771,3149,"0"
2771,6538,"1"
2771,5257,"0"
2772,5486,"0"
2772,6589,"3"
2772,6082,"1"
2772,4624,"4"
2773,1995,"2"
2773,4879,"1"
2773,5445,"4"
2773,5508,"1"
2773,5206,"4"
2773,6127,"1"
2773,891,"1"
2773,1197,"1"
2773,3650,"0"
2773,5658,"0"
2773,4209,"1"
2773,5940,"2"
2774,1537,"1"
2774,1827,"2"
2774,6995,"1"
2774,6834,"2"
2774,3450,"4"
2774,3604,"1"
2774,1630,"1"
2774,4073,"1"
2774,5739,"1"
2774,5553,"0"
2775,3744,"3"
2775,5829,"1"
2775,5280,"0"
2775,1745,"2"
2775,1459,"0"
2775,782,"1"
2775,3391,"4"
2775,3711,"0"
2775,1394,"1"
2775,3668,"0"
2775,4601,"1"
2775,6310,"1"
2775,6818,"2"
2775,3194,"3"
2775,2273,"1"
2775,3956,"4"
2776,3939,"0"
2776,3580,"4"
2776,3406,"3"
2776,1483,"0"
2776,6024,"1"
2776,6514,"1"
2776,6775,"2"
2776,5953,"2"
2777,5762,"3"
2777,5400,"1"
2777,2946,"4"
2777,3281,"4"
2777,4163,"4"
2777,4356,"1"
2778,4105,"1"
2778,4440,"1"
2778,6329,"4"
2778,4019,"1"
2778,3241,"4"
2778,1949,"2"
2778,4782,"0"
2778,4580,"1"
2778,6708,"1"
2778,1874,"2"
2778,5374,"3"
2778,4521,"0"
2779,3551,"1"
2779,6890,"2"
2779,4472,"1"
2779,5177,"4"
2779,6687,"4"
2779,6349,"4"
2779,6531,"1"
2779,4565,"0"
2779,5625,"4"
2779,3424,"3"
2779,3128,"3"
2780,3483,"4"
2780,3919,"4"
2780,4417,"1"
2780,4552,"1"
2780,6620,"1"
2780,4503,"1"
2781,3838,"1"
2781,3893,"1"
2781,962,"0"
2781,6555,"3"
2781,6736,"1"
2781,6660,"1"
2781,5922,"4"
2782,3687,"1"
2782,4255,"1"
2782,3988,"1"
2782,5693,"0"
2782,3963,"0"
2782,669,"1"
2783,4199,"1"
2783,5065,"3"
2783,6928,"2"
2783,2491,"4"
2783,2132,"1"
2783,4744,"1"
2783,2103,"2"
2783,4650,"4"
2783,4041,"4"
2783,749,"1"
2783,999,"1"
2783,6286,"1"
2783,5249,"1"
2784,5462,"4"
2784,1014,"4"
2784,4985,"4"
2784,4759,"1"
2784,605,"1"
2784,4298,"0"
2784,5332,"0"
2784,1433,"4"
2784,274,"1"
2784,2968,"0"
2784,5597,"4"
2784,5237,"1"
2784,5973,"1"
2784,1408,"1"
2784,6436,"1"
2784,3519,"4"
2784,4134,"1"
2785,1067,"0"
2785,3367,"0"
2785,7156,"1"
2785,4698,"1"
2785,4857,"1"
2785,3623,"0"
2785,2933,"0"
2785,5269,"1"
2785,5880,"2"
2786,3341,"0"
2786,5677,"1"
2786,1399,"1"
2786,3168,"4"
2786,4493,"1"
2786,6261,"1"
2786,3778,"0"
2786,7185,"4"
2786,3878,"4"
2786,5297,"1"
2786,1795,"2"
2787,6874,"2"
2787,3798,"0"
2787,7109,"1"
2787,4183,"4"
2787,4618,"1"
2787,2997,"1"
2787,168,"1"
2787,5515,"0"
2787,2731,"3"
2788,567,"1"
2788,4901,"1"
2788,5490,"1"
2788,1721,"2"
2788,6911,"2"
2788,3015,"1"
2788,1578,"1"
2788,5658,"1"
2788,5717,"1"
2789,1939,"2"
2789,1514,"1"
2789,3104,"3"
2789,4676,"1"
2789,1258,"1"
2789,1027,"1"
2789,1367,"4"
2789,6636,"1"
2789,4816,"1"
2789,5088,"3"
2789,7040,"1"
2789,6235,"1"
2790,3050,"0"
2790,1900,"2"
2790,1336,"1"
2790,5859,"2"
2790,4104,"0"
2790,3503,"1"
2791,3391,"4"
2791,5416,"0"
2791,6530,"1"
2791,3324,"0"
2791,4399,"1"
2791,5032,"4"
2791,4551,"1"
2792,5577,"3"
2792,4054,"1"
2792,6157,"3"
2792,3291,"1"
2792,6059,"1"
2792,3569,"1"
2792,5993,"1"
2792,6794,"2"
2793,3718,"1"
2793,6103,"1"
2793,3301,"1"
2793,5745,"0"
2793,2074,"2"
2793,1087,"0"
2793,797,"3"
2793,4072,"0"
2793,3976,"0"
2793,6197,"1"
2794,3911,"4"
2794,4118,"0"
2794,2055,"2"
2794,1768,"2"
2794,5442,"4"
2794,4598,"4"
2794,5902,"2"
2795,771,"1"
2795,6134,"1"
2795,5610,"4"
2795,4786,"0"
2795,4271,"1"
2795,5811,"1"
2795,6175,"1"
2795,5788,"3"
2796,6849,"2"
2796,3436,"4"
2796,1655,"1"
2796,3210,"1"
2796,1403,"1"
2796,4718,"1"
2796,1170,"4"
2796,5628,"0"
2796,4880,"1"
2796,6772,"2"
2797,3413,"3"
2797,5878,"1"
2797,1542,"1"
2797,5216,"0"
2797,5954,"1"
2797,3757,"0"
2797,6731,"1"
2797,3188,"3"
2797,4751,"1"
2797,3647,"4"
2798,3372,"1"
2798,6024,"1"
2798,4526,"1"
2798,4649,"1"
2798,6595,"1"
2798,5370,"3"
2798,6517,"1"
2798,5349,"1"
2798,2963,"1"
2798,7078,"1"
2798,4795,"0"
2798,5556,"1"
2799,5390,"1"
2799,3142,"3"
2799,5671,"0"
2799,4241,"1"
2799,4087,"0"
2799,1820,"2"
2799,897,"4"
2799,5503,"0"
2800,6360,"0"
2800,934,"1"
2800,5285,"3"
2800,4625,"2"
2800,4026,"1"
2800,3822,"0"
2800,5264,"1"
2800,6496,"0"
2800,5823,"1"
2800,3458,"4"
2800,4421,"1"
2800,3538,"4"
2800,5311,"4"
2800,1971,"2"
2800,3291,"4"
2800,4168,"1"
2800,6757,"1"
2800,3735,"1"
2801,6472,"1"
2801,4947,"3"
2801,5148,"4"
2801,2583,"1"
2801,3516,"4"
2801,1219,"1"
2801,5194,"4"
2801,701,"0"
2801,3998,"0"
2801,5478,"0"
2801,6716,"1"
2801,1950,"2"
2801,3356,"3"
2802,3960,"4"
2802,4377,"0"
2802,4043,"1"
2802,6400,"1"
2802,2917,"0"
2802,4770,"0"
2803,1864,"2"
2803,4146,"1"
2803,6328,"1"
2803,6686,"4"
2803,1932,"2"
2803,6818,"2"
2803,4570,"1"
2803,6119,"1"
2803,3795,"4"
2804,6645,"1"
2804,3685,"4"
2804,6903,"2"
2804,2978,"1"
2804,1462,"1"
2804,5531,"4"
2804,5689,"4"
2804,3939,"1"
2805,6543,"1"
2805,6457,"4"
2805,5618,"1"
2805,6078,"1"
2805,4192,"1"
2805,3556,"1"
2805,5839,"1"
2805,1128,"1"
2805,6662,"0"
2805,5104,"0"
2805,1984,"2"
2805,1915,"2"
2806,2095,"4"
2806,5607,"1"
2806,4546,"4"
2806,3176,"3"
2806,4102,"0"
2806,1519,"1"
2806,3267,"4"
2806,3859,"0"
2806,6619,"1"
2806,5242,"1"
2806,6268,"1"
2806,3232,"1"
2807,3778,"1"
2807,6570,"1"
2807,519,"1"
2807,6925,"1"
2807,1560,"1"
2807,1438,"0"
2807,1045,"0"
2807,3032,"1"
2807,837,"1"
2808,2611,"4"
2808,5933,"4"
2808,3426,"4"
2808,215,"1"
2808,4496,"4"
2808,3575,"4"
2808,3305,"1"
2809,3490,"3"
2809,5064,"1"
2809,4866,"1"
2809,3661,"4"
2809,4584,"1"
2809,5742,"1"
2809,1233,"1"
2809,1247,"4"
2809,3157,"1"
2809,1014,"0"
2809,4510,"1"
2810,4611,"2"
2810,3329,"3"
2810,1494,"0"
2810,6250,"3"
2810,4057,"1"
2810,6208,"0"
2810,7150,"2"
2810,4910,"1"
2810,5079,"4"
2810,5765,"3"
2810,3975,"4"
2811,7102,"1"
2811,1682,"1"
2811,2943,"4"
2811,5985,"2"
2811,5714,"1"
2811,3877,"0"
2811,3285,"4"
2812,4741,"4"
2812,1606,"1"
2812,3248,"4"
2812,1374,"1"
2812,5324,"3"
2812,5866,"2"
2812,3381,"1"
2813,4335,"1"
2813,1631,"0"
2813,5269,"4"
2813,608,"1"
2813,5412,"1"
2813,3408,"4"
2813,3358,"3"
2813,6439,"4"
2813,4889,"1"
2813,3006,"1"
2813,3624,"1"
2814,4822,"0"
2814,1338,"1"
2814,6524,"1"
2814,6298,"0"
2814,3892,"1"
2814,5043,"4"
2814,3908,"1"
2814,5913,"2"
2815,4022,"4"
2815,2002,"2"
2815,5022,"4"
2815,5509,"4"
2815,4787,"0"
2815,3957,"0"
2815,5282,"1"
2816,4640,"0"
2816,5956,"1"
2816,3837,"4"
2816,6741,"1"
2816,1655,"1"
2816,6276,"1"
2816,4270,"0"
2817,5300,"1"
2817,4039,"0"
2817,966,"4"
2817,1960,"2"
2817,5373,"1"
2817,6161,"1"
2817,7125,"1"
2817,1843,"2"
2817,2989,"1"
2817,5653,"1"
2817,4311,"1"
2817,2900,"1"
2817,7031,"1"
2817,1805,"2"
2817,4720,"0"
2817,2320,"4"
2818,5807,"1"
2818,5144,"4"
2818,3057,"3"
2818,3707,"1"
2818,6380,"1"
2818,4692,"4"
2818,1093,"1"
2819,6481,"1"
2819,1267,"1"
2819,1785,"2"
2819,6772,"2"
2819,4593,"1"
2820,4672,"4"
2820,722,"4"
2820,3519,"0"
2820,3932,"1"
2820,7007,"1"
2820,1187,"1"
2820,565,"1"
2820,5781,"1"
2820,3210,"1"
2820,3459,"4"
2820,4799,"4"
2820,400,"1"
2820,4003,"1"
2821,7062,"1"
2821,2083,"2"
2821,4549,"1"
2821,5212,"3"
2821,5572,"0"
2821,5620,"4"
2821,4869,"3"
2821,5452,"1"
2821,6122,"4"
2821,5593,"0"
2821,5260,"4"
2821,5534,"4"
2821,5687,"1"
2821,4172,"1"
2821,872,"0"
2822,3806,"1"
2822,6799,"2"
2822,4131,"1"
2822,1756,"2"
2822,4231,"0"
2822,5999,"2"
2822,5122,"1"
2822,763,"1"
2822,4291,"1"
2822,6944,"1"
2823,993,"1"
2823,2963,"1"
2823,4114,"4"
2823,2629,"1"
2823,1299,"1"
2823,3739,"0"
2823,800,"1"
2823,4752,"1"
2823,6708,"1"
2824,1421,"1"
2824,6075,"4"
2824,4536,"0"
2824,3175,"3"
2824,3553,"1"
2824,1941,"2"
2824,2063,"2"
2824,2878,"1"
2824,4481,"1"
2824,3785,"0"
2824,3339,"0"
2825,1528,"0"
2825,4607,"0"
2825,3981,"4"
2825,6874,"2"
2825,5894,"2"
2825,3427,"4"
2825,6516,"1"
2825,6019,"2"
2825,3764,"3"
2825,6840,"2"
2825,3257,"1"
2826,5163,"1"
2826,5554,"4"
2826,902,"4"
2826,4561,"1"
2826,5342,"1"
2826,5842,"2"
2826,3283,"4"
2826,1246,"4"
2826,1225,"1"
2827,4194,"1"
2827,6534,"0"
2827,4772,"0"
2827,5282,"4"
2827,4581,"1"
2827,6195,"4"
2827,4917,"1"
2827,4661,"1"
2827,3676,"4"
2827,6632,"1"
2827,6223,"1"
2827,4151,"4"
2827,1906,"2"
2827,4945,"4"
2828,3304,"4"
2828,1725,"2"
2828,6553,"1"
2828,6689,"1"
2828,3656,"4"
2828,5753,"1"
2828,6042,"1"
2828,1492,"0"
2829,4517,"0"
2829,3240,"1"
2829,2672,"4"
2830,5025,"4"
2830,6664,"1"
2830,5063,"1"
2830,6913,"1"
2830,6601,"1"
2830,1480,"1"
2830,6428,"1"
2830,7260,"1"
2830,2017,"2"
2830,4033,"4"
2830,3575,"1"
2830,1509,"1"
2830,535,"1"
2830,269,"1"
2831,5095,"4"
2831,1066,"1"
2831,5704,"1"
2831,6347,"1"
2831,5730,"0"
2831,4065,"0"
2831,3321,"3"
2831,5970,"1"
2831,1146,"0"
2831,3476,"4"
2831,3838,"4"
2831,3159,"4"
2832,4254,"4"
2832,4851,"3"
2832,4885,"0"
2832,6369,"1"
2832,376,"3"
2832,5269,"1"
2832,3393,"0"
2832,6272,"1"
2832,2272,"1"
2833,4824,"1"
2833,6100,"4"
2833,5399,"1"
2833,2047,"0"
2833,3224,"4"
2833,4904,"4"
2833,33,"1"
2833,7164,"1"
2833,6720,"1"
2833,3971,"1"
2833,4620,"1"
2833,3353,"3"
2834,3882,"1"
2834,3901,"0"
2834,3269,"4"
2834,4812,"1"
2834,5304,"0"
2834,3949,"1"
2834,1867,"2"
2834,1447,"1"
2834,5248,"1"
2835,1978,"2"
2835,6565,"1"
2835,7183,"1"
2835,6986,"1"
2835,731,"0"
2835,6580,"4"
2835,6178,"4"
2835,1546,"0"
2835,3137,"1"
2835,4102,"4"
2835,5178,"0"
2835,1659,"2"
2835,5945,"1"
2835,5883,"2"
2835,1964,"2"
2835,3536,"4"
2835,7091,"1"
2835,1116,"0"
2836,1821,"2"
2836,4275,"1"
2836,4724,"0"
2836,489,"1"
2836,3857,"4"
2836,5825,"2"
2837,5529,"1"
2837,4176,"1"
2837,6248,"4"
2837,5489,"0"
2837,3065,"3"
2837,1407,"1"
2837,3923,"0"
2837,7123,"1"
2837,2597,"1"
2837,5562,"1"
2838,3620,"4"
2838,5230,"1"
2838,1238,"0"
2838,4218,"0"
2838,4001,"4"
2838,2357,"3"
2839,5860,"2"
2839,1588,"3"
2839,2252,"1"
2839,6459,"1"
2839,2239,"1"
2839,5326,"0"
2839,4784,"4"
2839,7141,"1"
2839,7025,"1"
2839,2939,"0"
2839,1185,"4"
2839,3782,"4"
2839,4648,"0"
2839,1087,"1"
2839,6491,"1"
2840,5470,"1"
2840,7233,"0"
2840,2313,"4"
2840,5041,"3"
2840,3430,"0"
2840,4025,"4"
2840,3711,"1"
2840,3639,"4"
2840,3586,"1"
2840,6738,"1"
2841,5124,"1"
2841,4631,"1"
2841,202,"1"
2841,4751,"4"
2841,2294,"1"
2841,4999,"4"
2842,3097,"4"
2842,5274,"0"
2842,6059,"1"
2842,2220,"1"
2842,6324,"1"
2843,3196,"3"
2843,5837,"2"
2843,6855,"2"
2843,3456,"4"
2843,6197,"4"
2843,4684,"3"
2843,4093,"4"
2843,2892,"1"
2843,5991,"2"
2843,5794,"1"
2843,4829,"1"
2843,2916,"1"
2843,6568,"4"
2844,1899,"2"
2844,4124,"1"
2844,6135,"1"
2844,1999,"2"
2844,4542,"1"
2844,4574,"0"
2844,5807,"1"
2844,4600,"1"
2844,6647,"1"
2845,5213,"1"
2845,4733,"1"
2845,5680,"1"
2845,1796,"3"
2845,2085,"1"
2845,3173,"3"
2845,7042,"1"
2845,3253,"1"
2845,3692,"4"
2845,5703,"1"
2845,4920,"4"
2845,5512,"4"
2846,1260,"1"
2846,3676,"1"
2846,3733,"4"
2846,4798,"0"
2846,4315,"1"
2847,3661,"1"
2847,5619,"4"
2847,3648,"4"
2847,4459,"1"
2847,3606,"1"
2847,5887,"2"
2847,2992,"1"
2847,933,"1"
2847,3797,"4"
2847,4704,"0"
2848,874,"0"
2848,778,"0"
2848,6682,"0"
2848,6208,"1"
2848,3828,"0"
2848,5148,"1"
2848,2116,"1"
2848,1487,"1"
2848,5921,"2"
2848,4165,"1"
2848,3521,"4"
2848,3215,"4"
2848,4952,"3"
2849,5772,"1"
2849,3029,"1"
2849,5723,"1"
2849,5642,"1"
2849,6074,"1"
2849,4895,"0"
2849,4238,"0"
2849,413,"1"
2849,1757,"2"
2849,3286,"3"
2849,1635,"1"
2850,1524,"0"
2850,3755,"0"
2850,5385,"4"
2850,5202,"1"
2850,6232,"1"
2850,3498,"4"
2850,5540,"1"
2850,5295,"0"
2850,3368,"1"
2850,3077,"1"
2851,6816,"1"
2851,1922,"2"
2851,4038,"4"
2851,4503,"0"
2851,6366,"4"
2851,4871,"3"
2851,6770,"1"
2851,3969,"1"
2851,5451,"1"
2851,5367,"1"
2851,5660,"1"
2852,6349,"1"
2852,5965,"1"
2852,6600,"4"
2852,6839,"1"
2852,5564,"4"
2852,4191,"1"
2852,5028,"3"
2852,2055,"1"
2852,4762,"4"
2853,3952,"1"
2853,6290,"4"
2853,3330,"3"
2853,2367,"1"
2853,2965,"1"
2853,4814,"0"
2853,6535,"1"
2853,6167,"1"
2854,5187,"1"
2854,468,"1"
2854,6020,"1"
2854,1863,"2"
2854,4077,"0"
2854,4152,"4"
2854,2157,"1"
2854,2192,"2"
2854,3872,"1"
2854,4212,"0"
2854,5877,"1"
2854,1828,"2"
2854,3145,"4"
2854,2341,"1"
2854,5056,"1"
2854,5224,"4"
2855,909,"1"
2855,6664,"1"
2855,6890,"1"
2855,6048,"1"
2855,6554,"1"
2856,3919,"1"
2856,3394,"0"
2856,3989,"1"
2856,5270,"1"
2856,443,"1"
2856,3235,"0"
2856,6110,"1"
2856,6578,"1"
2856,3476,"1"
2856,6978,"1"
2857,6432,"3"
2857,4671,"0"
2857,5584,"1"
2857,1941,"2"
2857,7125,"1"
2857,4844,"0"
2857,4984,"4"
2857,6644,"1"
2857,5085,"1"
2857,5838,"1"
2857,3450,"4"
2857,2296,"1"
2858,1158,"1"
2858,7081,"1"
2858,1596,"1"
2858,4007,"0"
2858,7147,"1"
2858,1735,"2"
2858,1205,"1"
2858,6256,"0"
2858,5132,"1"
2858,4636,"4"
2858,3348,"0"
2858,4620,"1"
2859,2641,"4"
2859,3581,"0"
2859,4725,"0"
2859,2277,"1"
2859,4652,"0"
2859,6398,"3"
2859,3083,"1"
2859,174,"1"
2859,1907,"2"
2859,4125,"4"
2859,4744,"0"
2859,4023,"3"
2860,5894,"1"
2860,1771,"2"
2860,1616,"1"
2860,1099,"1"
2860,4562,"0"
2860,3419,"1"
2860,5116,"0"
2860,6090,"3"
2860,3096,"3"
2861,7059,"1"
2861,2569,"4"
2861,5405,"1"
2861,3306,"3"
2861,6706,"1"
2861,7109,"1"
2861,3612,"4"
2861,5385,"4"
2862,6606,"1"
2862,2229,"1"
2862,668,"1"
2862,6510,"1"
2863,4096,"4"
2863,1984,"2"
2863,7242,"1"
2863,4063,"1"
2863,1004,"1"
2863,961,"0"
2863,2260,"1"
2863,2896,"3"
2863,5689,"0"
2863,4522,"1"
2863,7166,"1"
2863,4139,"1"
2863,3119,"3"
2863,2921,"0"
2864,5330,"4"
2864,3055,"4"
2864,4166,"0"
2864,1126,"1"
2864,5993,"1"
2864,4761,"0"
2864,4047,"0"
2864,2318,"4"
2864,1567,"1"
2864,894,"1"
2864,3676,"4"
2864,6304,"0"
2864,4783,"1"
2864,228,"1"
2865,5432,"0"
2865,4281,"1"
2865,3813,"0"
2865,4945,"1"
2865,4826,"0"
2865,6150,"4"
2865,3636,"0"
2865,5508,"4"
2865,1274,"3"
2865,3782,"0"
2865,4355,"1"
2865,4925,"4"
2865,3511,"1"
2866,5785,"4"
2866,3657,"1"
2866,7002,"1"
2866,1967,"2"
2866,3165,"0"
2866,5978,"1"
2866,6213,"1"
2866,3959,"1"
2867,5300,"1"
2867,1788,"2"
2867,4586,"0"
2867,6652,"1"
2867,4968,"4"
2867,5659,"1"
2867,3013,"1"
2867,1887,"2"
2867,1397,"1"
2867,5229,"4"
2868,6492,"1"
2868,3194,"3"
2868,1468,"3"
2868,4305,"1"
2869,5806,"1"
2869,4228,"1"
2869,3722,"0"
2869,4626,"1"
2869,4543,"0"
2869,5740,"0"
2869,6446,"3"
2869,3871,"4"
2869,2836,"4"
2870,2129,"2"
2870,5637,"0"
2870,2656,"1"
2870,4707,"1"
2870,4609,"1"
2870,5875,"1"
2870,4408,"1"
2870,4887,"4"
2870,3437,"1"
2870,3918,"1"
2871,6020,"1"
2871,5004,"1"
2871,5610,"1"
2871,5712,"1"
2871,6190,"1"
2871,6869,"1"
2871,6642,"1"
2871,1328,"1"
2871,4810,"0"
2871,6348,"1"
2872,5199,"4"
2872,6621,"1"
2872,3974,"1"
2872,5887,"4"
2872,3696,"1"
2872,5919,"2"
2872,5027,"3"
2872,3146,"1"
2872,5178,"0"
2873,6665,"4"
2873,3362,"4"
2873,3765,"4"
2873,3033,"1"
2873,1916,"2"
2873,5246,"1"
2873,2885,"3"
2874,2994,"1"
2874,3843,"1"
2874,5271,"4"
2874,6170,"1"
2874,2584,"1"
2874,4903,"4"
2874,3744,"1"
2874,5046,"3"
2874,1036,"1"
2874,4686,"1"
2874,3645,"1"
2874,1718,"2"
2874,4252,"3"
2874,5956,"1"
2875,2181,"1"
2875,3501,"4"
2875,1185,"3"
2875,4864,"1"
2875,4986,"0"
2875,5551,"1"
2875,3456,"1"
2875,6477,"1"
2875,4742,"0"
2876,6319,"1"
2876,5566,"1"
2876,3081,"1"
2876,6753,"1"
2876,1503,"1"
2876,6596,"1"
2876,2933,"1"
2876,3544,"4"
2877,1662,"1"
2877,1225,"1"
2877,2552,"4"
2877,1875,"2"
2877,6790,"1"
2877,6031,"1"
2877,1822,"2"
2877,3104,"4"
2878,4840,"0"
2878,5432,"1"
2878,5123,"0"
2878,3267,"4"
2878,6899,"1"
2878,5381,"3"
2878,4333,"1"
2878,5292,"4"
2878,6005,"1"
2878,5097,"4"
2878,5674,"1"
2878,702,"0"
2878,2208,"1"
2878,5842,"1"
2879,3883,"4"
2879,5589,"3"
2879,5397,"1"
2879,1148,"1"
2879,3523,"1"
2879,4066,"1"
2879,2003,"2"
2879,2163,"1"
2879,4652,"4"
2879,744,"1"
2879,3325,"4"
2879,5575,"1"
2879,1631,"1"
2879,1078,"1"
2879,6571,"1"
2880,6545,"1"
2880,5473,"1"
2880,3936,"1"
2880,6834,"1"
2880,6679,"1"
2880,6737,"1"
2880,3616,"4"
2880,3993,"1"
2880,5861,"3"
2880,7038,"1"
2880,859,"0"
2880,1603,"3"
2880,5318,"1"
2881,6262,"1"
2881,5425,"4"
2881,4098,"1"
2881,4965,"4"
2881,4766,"4"
2881,6149,"0"
2882,339,"1"
2882,1444,"3"
2882,4380,"4"
2882,2099,"0"
2882,2249,"1"
2882,2976,"4"
2882,4934,"4"
2882,1897,"2"
2882,431,"1"
2882,6429,"3"
2882,7077,"1"
2882,5075,"4"
2882,3485,"4"
2882,6108,"1"
2883,6133,"0"
2883,2656,"4"
2883,2956,"1"
2883,3381,"0"
2883,6057,"1"
2883,2146,"1"
2883,5441,"1"
2883,3047,"1"
2884,5767,"0"
2884,5491,"1"
2884,4800,"1"
2884,4558,"0"
2884,4718,"0"
2884,4491,"4"
2884,4917,"1"
2884,606,"0"
2884,3650,"4"
2884,1015,"1"
2884,4949,"4"
2884,3802,"4"
2885,3585,"1"
2885,3123,"4"
2885,5613,"0"
2885,4397,"4"
2885,2312,"1"
2885,4700,"4"
2885,3403,"1"
2885,1765,"2"
2885,4626,"1"
2886,789,"1"
2886,5649,"1"
2886,5025,"3"
2886,5502,"1"
2886,1378,"0"
2886,2337,"1"
2886,990,"1"
2886,4439,"1"
2886,2221,"3"
2886,3636,"4"
2887,170,"1"
2887,4027,"0"
2887,4506,"1"
2887,824,"1"
2887,3907,"4"
2887,7126,"1"
2887,3955,"4"
2887,4588,"0"
2887,3860,"1"
2887,5219,"4"
2887,5152,"4"
2888,6644,"0"
2888,5173,"0"
2888,6289,"1"
2888,2289,"0"
2888,5723,"4"
2888,3715,"0"
2888,4007,"1"
2888,3164,"1"
2888,1956,"2"
2888,5634,"0"
2888,6495,"1"
2889,4524,"1"
2889,4150,"1"
2889,6165,"1"
2889,1852,"2"
2889,3141,"4"
2889,6394,"3"
2889,3012,"4"
2889,2883,"3"
2889,6237,"1"
2890,3448,"1"
2890,4275,"1"
2890,1120,"1"
2890,5427,"0"
2890,5436,"1"
2890,7163,"1"
2891,1539,"1"
2891,6855,"1"
2891,5754,"4"
2891,4471,"4"
2891,3662,"4"
2891,4663,"1"
2891,448,"1"
2891,4240,"1"
2891,5743,"1"
2891,2905,"1"
2891,5277,"4"
2891,3351,"3"
2891,4733,"1"
2891,1932,"2"
2891,2602,"1"
2892,938,"4"
2892,4787,"1"
2892,3192,"0"
2892,5131,"4"
2892,2123,"2"
2892,2137,"1"
2892,4353,"1"
2892,6966,"1"
2892,4401,"1"
2892,5880,"4"
2893,5459,"1"
2893,5241,"0"
2893,2190,"1"
2893,4314,"1"
2893,4879,"4"
2893,4048,"4"
2893,6726,"1"
2893,6518,"1"
2893,6354,"1"
2894,4776,"1"
2894,5006,"3"
2894,3740,"1"
2894,2627,"1"
2894,6027,"0"
2894,4902,"1"
2894,5401,"1"
2894,1982,"3"
2895,6452,"3"
2895,3225,"4"
2895,3502,"1"
2895,672,"0"
2895,5593,"1"
2896,5952,"4"
2896,5417,"3"
2896,5672,"4"
2896,4686,"0"
2896,5979,"2"
2896,6085,"3"
2896,3063,"3"
2896,4748,"4"
2896,883,"0"
2896,4836,"3"
2896,1319,"4"
2896,2077,"2"
2896,5619,"1"
2897,2472,"3"
2897,5261,"4"
2897,6880,"4"
2897,3682,"1"
2897,3704,"1"
2897,4420,"1"
2897,6665,"1"
2897,6540,"1"
2898,5703,"1"
2898,6332,"3"
2898,4372,"4"
2898,3469,"4"
2898,2558,"1"
2898,1879,"2"
2898,5206,"1"
2898,5650,"1"
2898,3888,"0"
2898,6631,"0"
2898,2989,"1"
2898,3981,"1"
2898,5048,"3"
2898,1568,"3"
2899,7095,"4"
2899,2226,"3"
2899,5513,"1"
2899,4568,"0"
2899,4611,"4"
2899,6684,"4"
2899,3833,"3"
2899,1201,"1"
2899,4973,"4"
2899,3287,"0"
2899,5796,"2"
